기간	자치구	행정동	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	세대당인구	65세이상고령자
기간	자치구	행정동	세대	합계	합계	합계	한국인	한국인	한국인	외국인	외국인	외국인	세대당인구	65세이상고령자
기간	자치구	행정동	세대	계	남자	여자	계	남자	여자	계	남자	여자	세대당인구	65세이상고령자
2018.4/4	종로구	부암동	4,315	10,537	5,054	5,483	10,149	4,879	5,270	388	175	213	2.35	1,742
2018.4/4	종로구	평창동	7,592	19,105	8,970	10,135	18,951	8,895	10,056	154	75	79	2.5	3,154
2018.4/4	종로구	무악동	3,002	8,260	3,865	4,395	8,215	3,849	4,366	45	16	29	2.74	1,307
2018.4/4	종로구	교남동	4,576	10,846	5,060	5,786	10,701	4,993	5,708	145	67	78	2.34	1,483
2018.4/4	종로구	가회동	2,058	4,546	2,126	2,420	4,429	2,062	2,367	117	64	53	2.15	902
2018.4/4	종로구	종로1.2.3.4가동	5,291	8,462	4,943	3,519	7,420	4,407	3,013	1,042	536	506	1.4	1,872
2018.4/4	종로구	종로5·6가동	3,139	5,597	3,046	2,551	5,225	2,862	2,363	372	184	188	1.66	1,091
2018.4/4	종로구	이화동	4,485	8,621	4,020	4,601	8,083	3,818	4,265	538	202	336	1.8	1,342
2018.4/4	종로구	창신1동	2,996	6,237	3,366	2,871	5,364	2,913	2,451	873	453	420	1.79	1,169
2018.4/4	종로구	창신2동	4,167	10,015	5,072	4,943	8,780	4,485	4,295	1,235	587	648	2.11	1,673
2018.4/4	종로구	창신3동	2,889	7,439	3,667	3,772	7,254	3,571	3,683	185	96	89	2.51	1,135
2018.4/4	종로구	숭인1동	2,996	6,723	3,310	3,413	6,376	3,155	3,221	347	155	192	2.13	1,148
2018.4/4	종로구	숭인2동	5,716	10,088	5,074	5,014	9,608	4,895	4,713	480	179	301	1.68	1,603
2018.4/4	종로구	청운효자동	5,413	13,293	6,260	7,033	13,045	6,122	6,923	248	138	110	2.41	2,172
2018.4/4	종로구	혜화동	9,164	20,366	9,420	10,946	17,083	8,291	8,792	3,283	1,129	2,154	1.86	2,552
2018.4/4	중구	소계	61,502	135,633	66,674	68,959	125,725	61,947	63,778	9,908	4,727	5,181	2.04	22,005
2018.4/4	중구	소공동	1,072	2,936	1,516	1,420	2,033	1,001	1,032	903	515	388	1.9	260
2018.4/4	중구	회현동	3,273	5,952	3,239	2,713	5,337	2,908	2,429	615	331	284	1.63	1,393
2018.4/4	중구	명동	1,400	3,470	1,538	1,932	2,839	1,202	1,637	631	336	295	2.03	701
2018.4/4	중구	필동	2,291	5,045	2,552	2,493	4,003	2,105	1,898	1,042	447	595	1.75	787
2018.4/4	중구	장충동	2,662	5,653	2,782	2,871	4,722	2,408	2,314	931	374	557	1.77	774
2018.4/4	중구	광희동	2,906	6,057	3,165	2,892	4,929	2,610	2,319	1,128	555	573	1.7	1,115
2018.4/4	중구	을지로동	1,269	1,901	1,143	758	1,716	1,051	665	185	92	93	1.35	458
2018.4/4	중구	신당5동	4,500	9,691	4,802	4,889	9,358	4,648	4,710	333	154	179	2.08	1,525
2018.4/4	중구	황학동	6,525	13,380	6,524	6,856	12,373	6,061	6,312	1,007	463	544	1.9	1,794
2018.4/4	중구	중림동	5,808	12,980	6,523	6,457	12,648	6,336	6,312	332	187	145	2.18	1,887
2018.4/4	중구	신당동	4,430	9,419	4,639	4,780	7,716	3,865	3,851	1,703	774	929	1.74	1,304
2018.4/4	중구	다산동	6,922	15,113	7,317	7,796	14,600	7,097	7,503	513	220	293	2.11	2,427
2018.4/4	중구	약수동	7,768	17,973	8,503	9,470	17,756	8,389	9,367	217	114	103	2.29	3,398
2018.4/4	중구	청구동	6,448	14,844	7,040	7,804	14,652	6,949	7,703	192	91	101	2.27	2,506
2018.4/4	중구	동화동	4,228	11,219	5,391	5,828	11,043	5,317	5,726	176	74	102	2.61	1,676
2018.4/4	용산구	소계	108,974	245,090	119,766	125,324	228,999	110,640	118,359	16,091	9,126	6,965	2.1	37,640
2018.4/4	용산구	후암동	8,517	18,703	9,109	9,594	18,144	8,812	9,332	559	297	262	2.13	2,934
2018.4/4	용산구	용산2가동	5,512	12,107	5,952	6,155	10,689	5,176	5,513	1,418	776	642	1.94	2,016
2018.4/4	용산구	남영동	5,431	8,501	5,133	3,368	7,821	4,807	3,014	680	326	354	1.44	1,550
2018.4/4	용산구	원효로2동	6,034	15,064	7,066	7,998	14,912	7,008	7,904	152	58	94	2.47	2,291
2018.4/4	용산구	효창동	3,728	9,054	4,315	4,739	8,944	4,265	4,679	110	50	60	2.4	1,291
2018.4/4	용산구	용문동	5,371	12,757	6,136	6,621	12,625	6,078	6,547	132	58	74	2.35	1,955
2018.4/4	용산구	이촌1동	10,253	29,341	13,758	15,583	28,302	13,203	15,099	1,039	555	484	2.76	4,308
2018.4/4	용산구	이촌2동	3,862	9,090	4,284	4,806	8,990	4,242	4,748	100	42	58	2.33	1,673
2018.4/4	용산구	이태원1동	3,842	9,315	4,945	4,370	7,042	3,329	3,713	2,273	1,616	657	1.83	1,527
2018.4/4	용산구	이태원2동	4,947	10,927	5,162	5,765	9,463	4,388	5,075	1,464	774	690	1.91	1,847
2018.4/4	용산구	서빙고동	5,309	14,257	6,899	7,358	13,502	6,504	6,998	755	395	360	2.54	2,041
2018.4/4	용산구	보광동	7,720	16,124	8,098	8,026	14,858	7,270	7,588	1,266	828	438	1.92	2,669
2018.4/4	용산구	청파동	10,562	20,922	9,871	11,051	20,105	9,595	10,510	817	276	541	1.9	3,232
2018.4/4	용산구	원효로1동	7,391	16,034	7,785	8,249	15,421	7,459	7,962	613	326	287	2.09	1,842
2018.4/4	용산구	한강로동	9,518	19,209	9,399	9,810	17,667	8,576	9,091	1,542	823	719	1.86	2,978
2018.4/4	용산구	한남동	10,977	23,685	11,854	11,831	20,514	9,928	10,586	3,171	1,926	1,245	1.87	3,486
2018.4/4	성동구	소계	137,209	316,463	155,091	161,372	308,221	151,359	156,862	8,242	3,732	4,510	2.25	42,767
2018.4/4	성동구	왕십리2동	7,688	18,148	8,821	9,327	17,748	8,653	9,095	400	168	232	2.31	2,422
2018.4/4	성동구	마장동	10,687	24,157	11,855	12,302	23,446	11,570	11,876	711	285	426	2.19	3,486
2018.4/4	성동구	사근동	7,147	13,408	6,665	6,743	11,624	6,002	5,622	1,784	663	1,121	1.63	1,418
2018.4/4	성동구	행당1동	7,321	16,728	8,135	8,593	16,238	7,919	8,319	490	216	274	2.22	2,273
2018.4/4	성동구	행당2동	9,514	25,075	11,840	13,235	24,986	11,801	13,185	89	39	50	2.63	3,385
2018.4/4	성동구	응봉동	6,220	16,405	7,756	8,649	16,340	7,734	8,606	65	22	43	2.63	2,361
2018.4/4	성동구	금호1가동	6,620	16,191	7,775	8,416	16,087	7,725	8,362	104	50	54	2.43	2,305
2018.4/4	성동구	금호4가동	6,542	15,488	7,423	8,065	15,345	7,361	7,984	143	62	81	2.35	2,123
2018.4/4	성동구	성수1가1동	7,648	17,570	8,840	8,730	17,242	8,646	8,596	328	194	134	2.25	1,985
2018.4/4	성동구	성수1가2동	7,211	15,786	7,894	7,892	15,332	7,666	7,666	454	228	226	2.13	1,975
2018.4/4	성동구	성수2가1동	8,603	18,317	9,506	8,811	17,580	9,152	8,428	737	354	383	2.04	2,627
2018.4/4	성동구	성수2가3동	5,697	11,915	6,180	5,735	11,556	5,973	5,583	359	207	152	2.03	1,711
2018.4/4	성동구	송정동	5,555	11,778	6,258	5,520	11,267	6,006	5,261	511	252	259	2.03	1,624
2018.4/4	성동구	용답동	7,759	15,659	8,248	7,411	14,569	7,721	6,848	1,090	527	563	1.88	2,392
2018.4/4	성동구	왕십리도선동	11,654	27,853	13,304	14,549	27,345	13,077	14,268	508	227	281	2.35	3,366
2018.4/4	성동구	금호2.3가동	10,373	24,467	11,690	12,777	24,271	11,602	12,669	196	88	108	2.34	3,663
2018.4/4	성동구	옥수동	10,970	27,518	12,901	14,617	27,245	12,751	14,494	273	150	123	2.48	3,651
2018.4/4	광진구	소계	162,606	371,063	179,527	191,536	355,559	172,794	182,765	15,504	6,733	8,771	2.19	45,619
2018.4/4	광진구	화양동	15,346	24,804	11,423	13,381	21,441	10,268	11,173	3,363	1,155	2,208	1.4	2,166
2018.4/4	광진구	군자동	10,354	22,029	10,803	11,226	19,935	9,824	10,111	2,094	979	1,115	1.93	2,735
2018.4/4	광진구	중곡1동	7,944	16,500	8,095	8,405	16,043	7,900	8,143	457	195	262	2.02	2,245
2018.4/4	광진구	중곡2동	10,241	22,699	10,953	11,746	22,327	10,785	11,542	372	168	204	2.18	2,894
2018.4/4	광진구	중곡3동	8,484	17,843	8,856	8,987	17,604	8,766	8,838	239	90	149	2.07	2,532
2018.4/4	광진구	중곡4동	13,186	31,159	15,337	15,822	30,782	15,185	15,597	377	152	225	2.33	4,413
2018.4/4	광진구	능동	6,157	11,891	5,515	6,376	11,558	5,355	6,203	333	160	173	1.88	1,455
2018.4/4	광진구	구의1동	11,590	23,282	11,141	12,141	22,517	10,773	11,744	765	368	397	1.94	2,872
2018.4/4	광진구	구의2동	11,442	27,974	13,580	14,394	27,558	13,399	14,159	416	181	235	2.41	3,866
2018.4/4	광진구	구의3동	12,175	30,476	14,519	15,957	30,151	14,372	15,779	325	147	178	2.48	3,551
2018.4/4	광진구	광장동	12,016	36,309	17,603	18,706	36,139	17,528	18,611	170	75	95	3.01	3,353
2018.4/4	광진구	자양1동	11,369	24,476	11,801	12,675	23,295	11,252	12,043	1,181	549	632	2.05	3,074
2018.4/4	광진구	자양2동	11,292	27,435	13,472	13,963	27,038	13,293	13,745	397	179	218	2.39	3,469
2018.4/4	광진구	자양3동	11,053	30,132	14,509	15,623	29,811	14,371	15,440	321	138	183	2.7	3,564
2018.4/4	광진구	자양4동	9,957	24,054	11,920	12,134	19,360	9,723	9,637	4,694	2,197	2,497	1.94	3,430
2018.4/4	동대문구	소계	161,820	364,338	179,774	184,564	348,052	173,567	174,485	16,286	6,207	10,079	2.15	57,165
2018.4/4	동대문구	회기동	5,917	12,868	5,819	7,049	10,356	4,952	5,404	2,512	867	1,645	1.75	1,446
2018.4/4	동대문구	휘경1동	6,850	14,653	7,088	7,565	12,932	6,468	6,464	1,721	620	1,101	1.89	2,221
2018.4/4	동대문구	휘경2동	11,245	25,147	12,315	12,832	24,561	12,110	12,451	586	205	381	2.18	3,520
2018.4/4	동대문구	청량리동	10,517	22,527	11,276	11,251	21,838	10,955	10,883	689	321	368	2.08	5,040
2018.4/4	동대문구	용신동	16,521	31,961	16,348	15,613	30,452	15,670	14,782	1,509	678	831	1.84	5,329
2018.4/4	동대문구	제기동	12,828	27,576	13,803	13,773	25,099	12,849	12,250	2,477	954	1,523	1.96	5,268
2018.4/4	동대문구	전농1동	14,640	30,988	15,595	15,393	30,459	15,366	15,093	529	229	300	2.08	5,168
2018.4/4	동대문구	전농2동	7,736	20,351	9,742	10,609	19,946	9,598	10,348	405	144	261	2.58	3,345
2018.4/4	동대문구	답십리1동	12,361	29,492	14,424	15,068	29,048	14,227	14,821	444	197	247	2.35	3,664
2018.4/4	동대문구	답십리2동	12,000	28,970	14,193	14,777	28,670	14,059	14,611	300	134	166	2.39	4,900
2018.4/4	동대문구	장안1동	17,227	39,212	19,625	19,587	38,588	19,357	19,231	624	268	356	2.24	5,566
2018.4/4	동대문구	장안2동	12,854	31,649	15,865	15,784	31,368	15,763	15,605	281	102	179	2.44	4,281
2018.4/4	동대문구	이문1동	12,494	26,940	12,950	13,990	23,287	11,707	11,580	3,653	1,243	2,410	1.86	3,893
2018.4/4	동대문구	이문2동	8,630	22,004	10,731	11,273	21,448	10,486	10,962	556	245	311	2.49	3,524
2018.4/4	중랑구	소계	180,511	408,147	202,448	205,699	403,209	200,419	202,790	4,938	2,029	2,909	2.23	61,830
2018.4/4	중랑구	면목2동	12,201	26,482	13,226	13,256	26,112	13,087	13,025	370	139	231	2.14	3,962
2018.4/4	중랑구	면목4동	9,443	20,730	10,280	10,450	20,422	10,151	10,271	308	129	179	2.16	3,398
2018.4/4	중랑구	면목5동	4,580	10,071	5,148	4,923	9,951	5,094	4,857	120	54	66	2.17	1,569
2018.4/4	중랑구	면목7동	10,121	22,258	11,050	11,208	21,960	10,930	11,030	298	120	178	2.17	3,704
2018.4/4	중랑구	상봉1동	10,130	25,619	12,509	13,110	25,466	12,446	13,020	153	63	90	2.51	3,293
2018.4/4	중랑구	상봉2동	10,229	19,243	9,449	9,794	18,921	9,313	9,608	322	136	186	1.85	2,641
2018.4/4	중랑구	중화1동	8,890	21,030	10,377	10,653	20,848	10,295	10,553	182	82	100	2.35	3,037
2018.4/4	중랑구	중화2동	14,361	28,660	14,731	13,929	28,044	14,464	13,580	616	267	349	1.95	4,715
2018.4/4	중랑구	묵1동	14,480	36,233	17,708	18,525	36,069	17,648	18,421	164	60	104	2.49	5,125
2018.4/4	중랑구	묵2동	9,169	20,355	10,016	10,339	20,111	9,928	10,183	244	88	156	2.19	3,050
2018.4/4	중랑구	망우3동	8,476	18,334	9,176	9,158	18,031	9,057	8,974	303	119	184	2.13	2,954
2018.4/4	중랑구	신내1동	14,701	41,264	20,226	21,038	41,126	20,161	20,965	138	65	73	2.8	5,839
2018.4/4	중랑구	신내2동	8,999	22,379	10,740	11,639	22,305	10,717	11,588	74	23	51	2.48	3,438
2018.4/4	중랑구	면목본동	17,461	36,558	18,145	18,413	35,747	17,800	17,947	811	345	466	2.05	5,438
2018.4/4	중랑구	면목3.8동	12,571	27,139	13,606	13,533	26,663	13,406	13,257	476	200	276	2.12	4,451
2018.4/4	중랑구	망우본동	14,699	31,792	16,061	15,731	31,433	15,922	15,511	359	139	220	2.14	5,216
2018.4/4	성북구	소계	186,601	447,687	216,495	231,192	435,868	211,904	223,964	11,819	4,591	7,228	2.34	67,782
2018.4/4	성북구	돈암1동	6,386	16,404	7,671	8,733	16,296	7,631	8,665	108	40	68	2.55	2,602
2018.4/4	성북구	돈암2동	8,580	25,273	12,059	13,214	25,172	12,011	13,161	101	48	53	2.93	3,139
2018.4/4	성북구	안암동	8,785	17,260	8,471	8,789	15,179	7,745	7,434	2,081	726	1,355	1.73	2,055
2018.4/4	성북구	보문동	7,941	17,067	8,258	8,809	16,725	8,114	8,611	342	144	198	2.11	2,321
2018.4/4	성북구	정릉1동	7,055	18,642	8,868	9,774	18,058	8,696	9,362	584	172	412	2.56	2,819
2018.4/4	성북구	정릉2동	9,640	24,267	11,850	12,417	24,026	11,763	12,263	241	87	154	2.49	4,034
2018.4/4	성북구	정릉3동	7,617	17,294	8,639	8,655	15,869	7,960	7,909	1,425	679	746	2.08	3,079
2018.4/4	성북구	정릉4동	11,010	27,161	13,168	13,993	26,817	13,049	13,768	344	119	225	2.44	4,430
2018.4/4	성북구	길음1동	13,017	37,829	18,072	19,757	37,637	17,994	19,643	192	78	114	2.89	4,203
2018.4/4	성북구	길음2동	4,949	11,767	5,720	6,047	11,643	5,669	5,974	124	51	73	2.35	1,908
2018.4/4	성북구	월곡1동	10,742	27,854	13,511	14,343	27,628	13,429	14,199	226	82	144	2.57	4,276
2018.4/4	성북구	월곡2동	8,958	20,702	10,107	10,595	20,118	9,836	10,282	584	271	313	2.25	3,274
2018.4/4	성북구	장위1동	9,041	21,228	10,457	10,771	21,020	10,383	10,637	208	74	134	2.32	3,456
2018.4/4	성북구	장위2동	6,569	15,069	7,525	7,544	14,795	7,402	7,393	274	123	151	2.25	3,086
2018.4/4	성북구	장위3동	4,785	11,689	5,862	5,827	11,490	5,772	5,718	199	90	109	2.4	1,890
2018.4/4	성북구	성북동	8,052	17,902	8,478	9,424	17,363	8,261	9,102	539	217	322	2.16	2,942
2018.4/4	성북구	삼선동	12,672	26,971	12,962	14,009	26,409	12,722	13,687	562	240	322	2.08	4,009
2018.4/4	성북구	동선동	8,856	16,386	6,926	9,460	15,539	6,679	8,860	847	247	600	1.75	2,169
2018.4/4	성북구	종암동	17,104	42,876	20,976	21,900	40,931	20,316	20,615	1,945	660	1,285	2.39	6,116
2018.4/4	성북구	석관동	14,842	34,046	16,915	17,131	33,153	16,472	16,681	893	443	450	2.23	5,974
2018.4/4	강북구	소계	143,395	322,915	157,522	165,393	319,164	156,071	163,093	3,751	1,451	2,300	2.23	58,196
2018.4/4	강북구	번1동	10,188	19,964	9,927	10,037	19,572	9,776	9,796	392	151	241	1.92	3,345
2018.4/4	강북구	번2동	7,555	17,504	8,463	9,041	17,381	8,429	8,952	123	34	89	2.3	3,662
2018.4/4	강북구	번3동	7,618	18,967	8,979	9,988	18,889	8,966	9,923	78	13	65	2.48	4,378
2018.4/4	강북구	수유1동	10,335	22,338	11,032	11,306	22,065	10,931	11,134	273	101	172	2.13	4,049
2018.4/4	강북구	수유2동	9,603	22,526	10,909	11,617	22,379	10,860	11,519	147	49	98	2.33	4,326
2018.4/4	강북구	수유3동	12,399	24,280	12,035	12,245	23,863	11,888	11,975	417	147	270	1.92	4,110
2018.4/4	강북구	삼양동	11,748	26,575	13,202	13,373	26,379	13,128	13,251	196	74	122	2.25	4,641
2018.4/4	강북구	미아동	11,259	23,228	11,181	12,047	22,707	10,977	11,730	521	204	317	2.02	4,068
2018.4/4	강북구	송중동	13,007	29,549	14,216	15,333	28,967	13,959	15,008	582	257	325	2.23	5,309
2018.4/4	강북구	송천동	13,779	29,519	14,706	14,813	29,023	14,482	14,541	496	224	272	2.11	5,597
2018.4/4	강북구	삼각산동	11,877	33,524	16,137	17,387	33,387	16,082	17,305	137	55	82	2.81	3,978
2018.4/4	강북구	우이동	9,516	21,895	10,676	11,219	21,760	10,619	11,141	135	57	78	2.29	4,386
2018.4/4	강북구	인수동	14,511	33,046	16,059	16,987	32,792	15,974	16,818	254	85	169	2.26	6,347
2018.4/4	도봉구	소계	138,087	341,649	167,043	174,606	339,413	166,160	173,253	2,236	883	1,353	2.46	55,964
2018.4/4	도봉구	쌍문1동	9,198	22,428	10,850	11,578	22,185	10,770	11,415	243	80	163	2.41	3,972
2018.4/4	도봉구	쌍문2동	8,688	20,580	9,986	10,594	20,387	9,867	10,520	193	119	74	2.35	3,453
2018.4/4	도봉구	쌍문3동	7,720	17,406	8,394	9,012	17,234	8,331	8,903	172	63	109	2.23	3,120
2018.4/4	도봉구	쌍문4동	7,168	20,102	9,570	10,532	20,053	9,552	10,501	49	18	31	2.8	2,591
2018.4/4	도봉구	방학1동	12,743	30,563	15,146	15,417	30,255	15,032	15,223	308	114	194	2.37	5,031
2018.4/4	도봉구	방학2동	9,576	21,648	10,921	10,727	21,440	10,837	10,603	208	84	124	2.24	3,892
2018.4/4	도봉구	방학3동	10,147	29,336	14,322	15,014	29,269	14,304	14,965	67	18	49	2.88	4,161
2018.4/4	도봉구	창1동	10,892	26,725	12,831	13,894	26,571	12,770	13,801	154	61	93	2.44	4,040
2018.4/4	도봉구	창2동	12,405	31,351	15,371	15,980	31,074	15,261	15,813	277	110	167	2.5	4,551
2018.4/4	도봉구	창3동	6,682	15,150	7,536	7,614	15,050	7,503	7,547	100	33	67	2.25	2,671
2018.4/4	도봉구	창4동	10,588	28,464	13,740	14,724	28,379	13,701	14,678	85	39	46	2.68	3,755
2018.4/4	도봉구	창5동	9,888	26,029	12,589	13,440	25,927	12,553	13,374	102	36	66	2.62	3,828
2018.4/4	도봉구	도봉1동	10,281	22,839	11,541	11,298	22,686	11,485	11,201	153	56	97	2.21	5,136
2018.4/4	도봉구	도봉2동	12,111	29,028	14,246	14,782	28,903	14,194	14,709	125	52	73	2.39	5,763
2018.4/4	노원구	소계	217,655	548,160	265,870	282,290	543,752	263,919	279,833	4,408	1,951	2,457	2.5	77,096
2018.4/4	노원구	월계1동	10,484	24,087	12,448	11,639	23,575	12,190	11,385	512	258	254	2.25	3,927
2018.4/4	노원구	월계2동	11,249	26,692	12,853	13,839	26,541	12,810	13,731	151	43	108	2.36	4,907
2018.4/4	노원구	월계3동	12,998	32,496	15,653	16,843	32,309	15,580	16,729	187	73	114	2.49	5,337
2018.4/4	노원구	공릉2동	16,185	41,539	20,373	21,166	41,026	20,122	20,904	513	251	262	2.53	4,611
2018.4/4	노원구	하계1동	12,304	29,901	14,522	15,379	29,377	14,257	15,120	524	265	259	2.39	3,864
2018.4/4	노원구	하계2동	8,326	23,852	11,415	12,437	23,792	11,390	12,402	60	25	35	2.86	2,877
2018.4/4	노원구	중계본동	9,234	26,863	13,180	13,683	26,780	13,148	13,632	83	32	51	2.9	2,525
2018.4/4	노원구	중계1동	9,111	28,351	13,836	14,515	28,265	13,801	14,464	86	35	51	3.1	2,185
2018.4/4	노원구	중계4동	8,505	21,841	10,610	11,231	21,758	10,583	11,175	83	27	56	2.56	3,628
2018.4/4	노원구	상계1동	15,665	41,010	20,010	21,000	40,844	19,954	20,890	166	56	110	2.61	6,138
2018.4/4	노원구	상계2동	8,753	21,624	10,703	10,921	21,447	10,626	10,821	177	77	100	2.45	3,005
2018.4/4	노원구	상계5동	11,083	26,230	12,812	13,418	26,084	12,763	13,321	146	49	97	2.35	4,634
2018.4/4	노원구	상계8동	9,279	24,427	11,776	12,651	24,374	11,765	12,609	53	11	42	2.63	2,500
2018.4/4	노원구	상계9동	8,489	22,348	10,732	11,616	22,264	10,710	11,554	84	22	62	2.62	2,952
2018.4/4	노원구	상계10동	6,665	17,021	7,880	9,141	16,959	7,852	9,107	62	28	34	2.54	2,011
2018.4/4	노원구	상계3.4동	11,717	26,622	13,256	13,366	26,476	13,210	13,266	146	46	100	2.26	5,473
2018.4/4	노원구	상계6.7동	14,113	35,480	16,533	18,947	35,315	16,469	18,846	165	64	101	2.5	4,316
2018.4/4	노원구	중계2.3동	15,477	37,786	17,632	20,154	37,627	17,572	20,055	159	60	99	2.43	6,640
2018.4/4	노원구	공릉1동	18,018	39,990	19,646	20,344	38,939	19,117	19,822	1,051	529	522	2.16	5,566
2018.4/4	은평구	소계	205,001	487,666	235,600	252,066	483,197	233,702	249,495	4,469	1,898	2,571	2.36	77,420
2018.4/4	은평구	녹번동	15,627	34,901	16,782	18,119	34,500	16,604	17,896	401	178	223	2.21	5,928
2018.4/4	은평구	불광1동	17,744	41,585	19,824	21,761	41,260	19,693	21,567	325	131	194	2.33	7,081
2018.4/4	은평구	갈현1동	11,183	25,191	12,299	12,892	24,899	12,150	12,749	292	149	143	2.23	4,104
2018.4/4	은평구	갈현2동	12,593	30,692	14,644	16,048	30,301	14,477	15,824	391	167	224	2.41	4,530
2018.4/4	은평구	구산동	12,950	34,132	17,040	17,092	33,894	16,934	16,960	238	106	132	2.62	5,570
2018.4/4	은평구	대조동	15,671	32,608	15,382	17,226	32,186	15,195	16,991	422	187	235	2.05	5,307
2018.4/4	은평구	응암1동	11,280	26,185	12,584	13,601	25,882	12,451	13,431	303	133	170	2.29	3,945
2018.4/4	은평구	응암2동	8,213	21,086	10,329	10,757	20,878	10,238	10,640	208	91	117	2.54	2,830
2018.4/4	은평구	신사1동	11,668	28,926	14,010	14,916	28,693	13,918	14,775	233	92	141	2.46	4,443
2018.4/4	은평구	신사2동	9,147	22,247	11,117	11,130	22,086	11,063	11,023	161	54	107	2.41	3,452
2018.4/4	은평구	증산동	6,916	16,412	8,113	8,299	16,297	8,066	8,231	115	47	68	2.36	2,882
2018.4/4	은평구	수색동	4,831	11,266	5,636	5,630	11,169	5,593	5,576	97	43	54	2.31	2,097
2018.4/4	은평구	진관동	20,265	56,487	26,761	29,726	56,253	26,661	29,592	234	100	134	2.78	7,079
2018.4/4	은평구	불광2동	13,712	29,914	14,518	15,396	29,612	14,389	15,223	302	129	173	2.16	5,331
2018.4/4	은평구	응암3동	12,479	26,417	12,932	13,485	26,079	12,798	13,281	338	134	204	2.09	5,249
2018.4/4	은평구	역촌동	20,722	49,617	23,629	25,988	49,208	23,472	25,736	409	157	252	2.37	7,592
2018.4/4	서대문구	소계	138,549	323,080	153,816	169,264	310,313	149,569	160,744	12,767	4,247	8,520	2.24	50,456
2018.4/4	서대문구	천연동	8,276	19,044	9,085	9,959	18,787	8,966	9,821	257	119	138	2.27	3,169
2018.4/4	서대문구	홍제1동	9,503	23,123	10,868	12,255	22,831	10,740	12,091	292	128	164	2.4	4,004
2018.4/4	서대문구	홍제3동	7,098	16,616	8,052	8,564	16,449	7,975	8,474	167	77	90	2.32	3,325
2018.4/4	서대문구	홍제2동	5,876	14,934	7,137	7,797	14,814	7,080	7,734	120	57	63	2.52	2,583
2018.4/4	서대문구	홍은1동	9,775	24,131	11,730	12,401	23,814	11,587	12,227	317	143	174	2.44	4,359
2018.4/4	서대문구	홍은2동	12,270	29,004	14,111	14,893	28,321	13,826	14,495	683	285	398	2.31	4,713
2018.4/4	서대문구	남가좌1동	6,102	17,199	8,285	8,914	16,811	8,121	8,690	388	164	224	2.75	2,086
2018.4/4	서대문구	남가좌2동	10,884	24,989	12,050	12,939	24,291	11,774	12,517	698	276	422	2.23	4,061
2018.4/4	서대문구	북가좌1동	6,989	19,311	9,373	9,938	19,150	9,309	9,841	161	64	97	2.74	2,767
2018.4/4	서대문구	북가좌2동	14,738	34,237	16,726	17,511	33,921	16,591	17,330	316	135	181	2.3	5,734
2018.4/4	서대문구	충현동	8,776	18,291	8,922	9,369	17,857	8,728	9,129	434	194	240	2.03	3,058
2018.4/4	서대문구	북아현동	7,580	17,832	8,439	9,393	17,393	8,271	9,122	439	168	271	2.29	2,245
2018.4/4	서대문구	신촌동	12,004	23,917	9,600	14,317	18,522	8,456	10,066	5,395	1,144	4,251	1.54	2,144
2018.4/4	서대문구	연희동	18,678	40,452	19,438	21,014	37,352	18,145	19,207	3,100	1,293	1,807	2	6,208
2018.4/4	마포구	소계	172,505	386,359	182,573	203,786	375,077	178,240	196,837	11,282	4,333	6,949	2.17	50,833
2018.4/4	마포구	용강동	9,155	22,647	10,842	11,805	22,081	10,535	11,546	566	307	259	2.41	2,739
2018.4/4	마포구	대흥동	7,160	13,661	6,326	7,335	11,755	5,751	6,004	1,906	575	1,331	1.64	1,850
2018.4/4	마포구	염리동	5,580	13,063	6,159	6,904	12,088	5,865	6,223	975	294	681	2.17	1,786
2018.4/4	마포구	신수동	9,197	21,806	10,580	11,226	21,305	10,408	10,897	501	172	329	2.32	2,993
2018.4/4	마포구	서교동	13,954	26,264	12,009	14,255	24,559	11,404	13,155	1,705	605	1,100	1.76	3,302
2018.4/4	마포구	합정동	9,578	19,535	9,108	10,427	19,145	8,948	10,197	390	160	230	2	2,565
2018.4/4	마포구	망원1동	10,589	22,125	10,490	11,635	21,760	10,337	11,423	365	153	212	2.05	3,249
2018.4/4	마포구	망원2동	8,265	19,641	9,410	10,231	19,453	9,337	10,116	188	73	115	2.35	2,803
2018.4/4	마포구	연남동	8,681	17,393	8,121	9,272	16,315	7,648	8,667	1,078	473	605	1.88	2,430
2018.4/4	마포구	성산1동	9,304	20,443	9,688	10,755	20,046	9,524	10,522	397	164	233	2.15	2,781
2018.4/4	마포구	성산2동	18,452	41,743	19,435	22,308	41,478	19,341	22,137	265	94	171	2.25	5,672
2018.4/4	마포구	상암동	12,830	33,550	16,099	17,451	32,988	15,843	17,145	562	256	306	2.57	3,649
2018.4/4	마포구	도화동	9,630	22,845	10,876	11,969	22,557	10,755	11,802	288	121	167	2.34	3,497
2018.4/4	마포구	서강동	11,436	25,622	12,090	13,532	24,786	11,830	12,956	836	260	576	2.17	2,902
2018.4/4	마포구	공덕동	18,523	40,506	19,303	21,203	39,740	18,921	20,819	766	382	384	2.15	5,761
2018.4/4	마포구	아현동	10,171	25,515	12,037	13,478	25,021	11,793	13,228	494	244	250	2.46	2,854
2018.4/4	양천구	소계	176,498	468,145	230,457	237,688	464,185	228,634	235,551	3,960	1,823	2,137	2.63	58,045
